par_id,paragraph,has_entity,lexicon_count,difficult_words,last_editor_gender,category,text_clarity,preprocessed_paragraph
24328004707,"The theory of karma includes both the action and the intent behind that action. Not only is one affected by past karma, one creates new karma whenever one acts with intent – good or bad. If intent and act can be proven beyond reasonable doubt, new karma can be proven, and the process of justice can proceed against this new karma. The actor who kills, rapes or commits any other unjust act, must be considered as the moral agent for this new karma, and tried.",ORG_NO_PRODUCT_NO_PERSON_NO_,84,15,man,philosophy,clear_enough,"theori karma includ action intent behind action . one affect past karma , one creat new karma whenev one act intent – good bad . intent act proven beyond reason doubt , new karma proven , process justic proceed new karma . actor kill , rape commit unjust act , must consid moral agent new karma , tri ."
1.3761E+11,Differential evolution – Based on vector differences and is therefore primarily suited for numerical optimization problems.,ORG_NO_PRODUCT_NO_PERSON_NO_,15,10,man,artificial intelligence,not_clear_enough,differenti evolut – base vector differ therefor primarili suit numer optim problem .
7628004027,"At Version 4 Unix, released in November 1973, the Unix kernel was extensively re-implemented in C. By this time, the C language had acquired some powerful features such as struct types.",ORG_NO_PRODUCT_NO_PERSON_NO_,31,7,non-binary,programming,clear_enough,"version 4 unix , releas novemb 1973 , unix kernel extens re-impl c. time , c languag acquir power featur struct type ."
8.48119E+11,"According to machine-state functionalism, the nature of a mental state is just like the nature of the Turing machine states described above. If one can show the rational functioning and computing skills of these machines to be comparable to the rational functioning and computing skills of human beings, it follows that Turing machine behavior closely resembles that of human beings. Therefore, it is not a particular physical-chemical composition responsible for the particular machine or mental state, it is the programming rules which produce the effects that are responsible. To put it another way, any rational preference is due to the rules being followed, not to the specific material composition of the agent.",ORG_NO_PRODUCT_NO_PERSON_NO_,112,30,man,philosophy,not_clear_enough,"accord machine-st function , natur mental state like natur ture machin state describ . one show ration function comput skill machin compar ration function comput skill human be , follow ture machin behavior close resembl human be . therefor , particular physical-chem composit respons particular machin mental state , program rule produc effect respons . put anoth way , ration prefer due rule follow , specif materi composit agent ."
2.37106E+11," have themselves been drawn from an underlying distribution, then this relationship destroys the independence and suggests a more complex model, e.g.,",ORG_NO_PRODUCT_NO_PERSON_NO_,21,9,woman,artificial intelligence,clear_enough,"drawn underli distribut , relationship destroy independ suggest complex model , e.g. ,"
56349005480,"evaluates to 6. Here, we're doing a function application: we execute the anonymous function by passing to it the value 5.",ORG_NO_PRODUCT_NO_PERSON_NO_,21,7,woman,programming,not_clear_enough,"evalu 6 . , 're function applic : execut anonym function pass valu 5 ."
1.56701E+11,"Banting Award, highly prestigious award for the best researchers in Canada, valued at $70,000 per year.SchoolsOntario: Banting and Best Public School, Toronto",ORG_YES_PRODUCT_NO_PERSON_NO_,22,8,woman,biographies,clear_enough,"bant award , highli prestigi award best research canada , valu $ 70,000 per year.schoolsontario : bant best public school , toronto"
1.76362E+11,"The belief has been known since the time period Ancient Greece.  The term was used in the early 19th century by the philosopher and founding sociologist, Auguste Comte.",ORG_YES_PRODUCT_NO_PERSON_YES_,28,8,man,philosophy,not_clear_enough,"belief known sinc time period ancient greec . term use earli 19th centuri philosoph found sociologist , august comt ."
3.29464E+11,"Orgel's lab came across an economical way to make cytarabine, a compound that is one of today's most commonly used anti-cancer agents.",ORG_YES_PRODUCT_NO_PERSON_NO_,22,7,man,biographies,not_clear_enough,"orgel 's lab came across econom way make cytarabin , compound one today 's commonli use anti-canc agent ."
24328004670,"The Nyaya school of Hinduism considers karma and rebirth as central, with some Nyaya scholars such as Udayana suggesting that the Karma doctrine implies that God exists.",ORG_NO_PRODUCT_NO_PERSON_NO_,27,10,man,philosophy,clear_enough,"nyaya school hinduism consid karma rebirth central , nyaya scholar udayana suggest karma doctrin impli god exist ."
7.97867E+11," malloc does not initialize the memory allocated, while calloc guarantees that all bytes of the allocated memory block have been initialized to 0.",ORG_NO_PRODUCT_NO_PERSON_NO_,23,7,man,programming,not_clear_enough,"malloc initi memori alloc , calloc guarante byte alloc memori block initi 0 ."
3.47511E+11,"Huxley died on 30 May 2012. He was survived by his six children, grandchildren, and great-grandchildren. His wife Richenda, Lady Huxley died in 2003, aged 78. A funeral service was held in Trinity College Chapel on 13 June 2012, followed by a private cremation.",ORG_YES_PRODUCT_NO_PERSON_YES_,44,8,woman,biographies,clear_enough,"huxley die 30 may 2012 . surviv six children , grandchildren , great-grandchildren . wife richenda , ladi huxley die 2003 , age 78 . funer servic held triniti colleg chapel 13 june 2012 , follow privat cremat ."
2.90005E+11,"He worked on the development of radar during World War II, and was a member of the Manhattan Project. ",ORG_YES_PRODUCT_NO_PERSON_NO_,19,2,man,unknown,not_clear_enough,"work develop radar world war ii , member manhattan project ."
4.66979E+11,1948 – Fellow of the Royal Society A portrait of Hodgkin by Michael Noakes hangs in Trinity College's collection.,ORG_YES_PRODUCT_NO_PERSON_YES_,18,5,woman,biographies,clear_enough,1948 – fellow royal societi portrait hodgkin michael noak hang triniti colleg 's collect .
1.03791E+12,"The first encoder takes positional information and embeddings of the input sequence as its input, rather than encodings. The positional information is necessary for the transformer to make use of the order of the sequence, because no other part of the transformer makes use of this.The encoder is bidirectional. Attention can be placed on tokens before and after the current token. Tokens are used instead of words to account for polysemy.",ORG_YES_PRODUCT_NO_PERSON_NO_,71,14,woman,artificial intelligence,clear_enough,"first encod take posit inform embed input sequenc input , rather encod . posit inform necessari transform make use order sequenc , part transform make use this.th encod bidirect . attent place token current token . token use instead word account polysemi ."
5.95105E+11,"Plato wrote the Republic, the Laws, and the Statesman. The Republic says there will not be justice in cities unless they are ruled by philosopher kings; those who enforcing the laws should treat their women, children, and property in common; and the individual should tell noble lies to promote the common good. The Republic says that such a city is likely impossible as it thinks philosophers would refuse to rule and the people would refuse to be ruled by philosophers.",ORG_YES_PRODUCT_NO_PERSON_NO_,80,12,man,philosophy,not_clear_enough,"plato wrote republ , law , statesman . republ say justic citi unless rule philosoph king ; enforc law treat women , children , properti common ; individu tell nobl lie promot common good . republ say citi like imposs think philosoph would refus rule peopl would refus rule philosoph ."
9.96443E+11,Newman's tracts in particular used the title to pay homage to the inception of the Thirty-Nine Articles and in so doing claim that the Tractarian movement was of the same vein as early Church of England scholars and theologians. They examined the Elizabethan Settlement and reinterpreted it as a compromise between Rome and Reform.,ORG_YES_PRODUCT_NO_PERSON_NO_,54,15,man,philosophy,not_clear_enough,newman 's tract particular use titl pay homag incept thirty-nin articl claim tractarian movement vein earli church england scholar theologian . examin elizabethan settlement reinterpret compromis rome reform .
2.2052E+11," Here, he appears to give his support to the argument from design. John Wright notes that ""Indeed, he claims that the whole thrust of his analysis of causality in the Treatise supports the Design argument"", and that, according to Hume, ""we are obliged 'to infer an infinitely perfect Architect.'""However, later he was more critical of the argument in his An Enquiry Concerning Human Understanding. This was presented as a dialogue between Hume and ""a friend who loves sceptical paradoxes"", where the friend gives a version of the argument by saying of its proponents, they ""paint in the most magnificent colours the order, beauty, and wise arrangement of the universe; and then ask if such a glorious display of intelligence could come from a random coming together of atoms, or if chance could produce something that the greatest genius can never sufficiently admire"".Hume also presented arguments both for and against the teleological argument in his Dialogues Concerning Natural Religion. The character Cleanthes, summarizing the teleological argument, likens the universe to a man-made machine, and concludes by the principle of similar effects and similar causes that it must have a designing intelligence:.",ORG_YES_PRODUCT_YES_PERSON_YES_,190,51,man,philosophy,not_clear_enough,", appear give support argument design . john wright note `` inde , claim whole thrust analysi causal treatis support design argument '' , , accord hume , `` oblig 'to infer infinit perfect architect . ' '' howev , later critic argument enquiri concern human understand . present dialogu hume `` friend love sceptic paradox '' , friend give version argument say propon , `` paint magnific colour order , beauti , wise arrang univers ; ask gloriou display intellig could come random come togeth atom , chanc could produc someth greatest geniu never suffici admir '' .hume also present argument teleolog argument dialogu concern natur religion . charact cleanth , summar teleolog argument , liken univers man-mad machin , conclud principl similar effect similar caus must design intellig : ."
8.03253E+11,"Besides being a scientist, John Tyndall was a science teacher and evangelist for the cause of science. He spent a significant amount of his time disseminating science to the general public. He gave hundreds of public lectures to non-specialist audiences at the Royal Institution in London. When he went on a public lecture tour in the US in 1872, large crowds of non-scientists paid fees to hear him lecture about the nature of light. A typical statement of Tyndall's reputation at the time is this from a London publication in 1878: ""Following the precedent set by Faraday, Professor Tyndall has succeeded not only in original investigation and in teaching science soundly and accurately, but in making it attractive.",ORG_YES_PRODUCT_NO_PERSON_YES_,118,30,man,biographies,not_clear_enough,"besid scientist , john tyndal scienc teacher evangelist caus scienc . spent signific amount time dissemin scienc gener public . gave hundr public lectur non-specialist audienc royal institut london . went public lectur tour us 1872 , larg crowd non-scientist paid fee hear lectur natur light . typic statement tyndal 's reput time london public 1878 : `` follow preced set faraday , professor tyndal succeed origin investig teach scienc soundli accur , make attract ."
1.37617E+11," This results in an evolutionary search on two levels: First, at the problem level itself and second, at the mutation step size level. In this way, it can be ensured that the ES searches for its target in ever finer steps. However, there is also the danger of being able to skip larger invalid areas in the search space only with difficulty.",ORG_NO_PRODUCT_NO_PERSON_NO_,62,13,man,artificial intelligence,clear_enough,"result evolutionari search two level : first , problem level second , mutat step size level . way , ensur es search target ever finer step . howev , also danger abl skip larger invalid area search space difficulti ."
97936006084,"In 2010, Penrose reported possible evidence, based on concentric circles found in Wilkinson Microwave Anisotropy Probe data of the cosmic microwave background sky, of an earlier universe existing before the Big Bang of our own present universe. He mentions this evidence in the epilogue of his 2010 book Cycles of Time, a book in which he presents his reasons, to do with Einstein's field equations, the Weyl curvature C, and the Weyl curvature hypothesis , that the transition at the Big Bang could have been smooth enough for a previous universe to survive it. He made several conjectures about C and the WCH, some of which were subsequently proved by others, and he also popularized his conformal cyclic cosmology  theory. In this theory, Penrose postulates that at the end of the universe all matter is eventually contained within black holes, which subsequently evaporate via Hawking radiation. At this point, everything contained within the universe consists of photons, which ""experience"" neither time nor space.",ORG_YES_PRODUCT_NO_PERSON_YES_,162,41,woman,biographies,clear_enough,"2010 , penros report possibl evid , base concentr circl found wilkinson microwav anisotropi probe data cosmic microwav background sky , earlier univers exist big bang present univers . mention evid epilogu 2010 book cycl time , book present reason , einstein 's field equat , weyl curvatur c , weyl curvatur hypothesi , transit big bang could smooth enough previou univers surviv . made sever conjectur c wch , subsequ prove other , also popular conform cyclic cosmolog theori . theori , penros postul end univers matter eventu contain within black hole , subsequ evapor via hawk radiat . point , everyth contain within univers consist photon , `` experi '' neither time space ."
9691004367,"Apart from the fundamental inquiry into the nature of scientific fact, there remain the practical and social considerations of how fact is investigated, established, and substantiated through the proper application of the scientific method.: 181 ff Scientific facts are generally believed independent of the observer: no matter who performs a scientific experiment, all observers agree on the outcome.",ORG_YES_PRODUCT_NO_PERSON_NO_,58,19,prefer_not_to_say,philosophy,clear_enough,"apart fundament inquiri natur scientif fact , remain practic social consider fact investig , establish , substanti proper applic scientif method . : 181 ff scientif fact gener believ independ observ : matter perform scientif experi , observ agre outcom ."
1.13961E+11,"Contemporary literature dates the cosmological theories of the Big Bang and Big Crunch to the 19th and 20th centuries. However, Erasmus Darwin had speculated on these sorts of events in The Botanic Garden, A Poem in Two Parts: Part 1, The Economy of Vegetation, 1791:",ORG_NO_PRODUCT_NO_PERSON_YES_,45,11,prefer_not_to_say,biographies,not_clear_enough,"contemporari literatur date cosmolog theori big bang big crunch 19th 20th centuri . howev , erasmu darwin specul sort event botan garden , poem two part : part 1 , economi veget , 1791 :"
7733004129,"Evil, or being bad, in a general sense, is acting out morally incorrect behavior, or the condition of causing unnecessary pain and suffering, thus, containing a net negative on the world.Evil is commonly seen as the opposite or sometimes absence of good. It can be an extremely broad concept, although in everyday usage it is often more narrowly used to talk about profound wickedness and against common good. It is generally seen as taking multiple possible forms, such as the form of personal moral evil commonly associated with the word, or impersonal natural evil , and in religious thought, the form of the demonic or supernatural/eternal. While some religions, world views, and philosophies focus on ""good versus evil"", others deny evil's existence and usefulness in describing people.",ORG_NO_PRODUCT_NO_PERSON_NO_,126,40,woman,philosophy,not_clear_enough,"evil , bad , gener sens , act moral incorrect behavior , condit caus unnecessari pain suffer , thu , contain net neg world.evil commonli seen opposit sometim absenc good . extrem broad concept , although everyday usag often narrowli use talk profound wicked common good . gener seen take multipl possibl form , form person moral evil commonli associ word , imperson natur evil , religi thought , form demon supernatural/etern . religion , world view , philosophi focu `` good versu evil '' , other deni evil 's exist use describ peopl ."
2.2052E+11,"George H. Smith, in his book Atheism: The Case Against God, points out what he considers to be a flaw in the argument from design:",ORG_NO_PRODUCT_NO_PERSON_YES_,25,4,woman,philosophy,clear_enough,"georg h. smith , book atheism : case god , point consid flaw argument design :"
2.91687E+11,"Hodgkin won the 1964 Nobel Prize in Chemistry, and is the only British woman scientist to have been awarded a Nobel Prize in any of the three sciences it recognizes.",ORG_NO_PRODUCT_NO_PERSON_YES_,30,6,man,biographies,clear_enough,"hodgkin 1964 nobel prize chemistri , british woman scientist award nobel prize three scienc recogn ."
2.17553E+11,"The ScratchX experimental version of Scratch used the .sbx file format.Scratch 3.0 uses the *.sb3 format, which is very similar to *.sb2, one difference being the sound.",ORG_YES_PRODUCT_NO_PERSON_NO_,27,5,man,programming,clear_enough,"scratchx experiment version scratch use .sbx file format.scratch 3.0 use * .sb3 format , similar * .sb2 , one differ sound ."
7.92029E+11,"Property dualism and William Hasker's ""emergent dualism"" seek to avoid this problem. They assert that the mind is a property or substance that emerges from the appropriate arrangement of physical matter, and therefore could be affected by any rearrangement of matter.",ORG_NO_PRODUCT_NO_PERSON_YES_,41,12,man,philosophy,clear_enough,"properti dualism william hasker 's `` emerg dualism '' seek avoid problem . assert mind properti substanc emerg appropri arrang physic matter , therefor could affect rearrang matter ."
20858004631,"In the above example, the main function defines where the program should start executing. The function body consists of a single statement, a call to the printf function, which stands for ""print formatted""; it outputs to the console whatever is passed to it as the parameter, in this case the string ""hello, world"".",ORG_NO_PRODUCT_NO_PERSON_NO_,53,12,man,programming,clear_enough,"exampl , main function defin program start execut . function bodi consist singl statement , call printf function , stand `` print format '' ; output consol whatev pass paramet , case string `` hello , world '' ."
8.61578E+11,"Caribbean philosophical texts are written in several languages such as English, and French, Spanish. For example,Jose Marti and Eugenio Maria de Hostos wrote in Spanish about Cuban and Puerto Rican independence. Caribbean women philosophers include Ofelia Schutte, Sylvia Wynter, and Giannina Braschi. They write on many different subjects including racism, sexism, economy, and oppression.",ORG_NO_PRODUCT_NO_PERSON_YES_,54,21,man,philosophy,clear_enough,"caribbean philosoph text written sever languag english , french , spanish . exampl , jose marti eugenio maria de hosto wrote spanish cuban puerto rican independ . caribbean women philosoph includ ofelia schutt , sylvia wynter , giannina braschi . write mani differ subject includ racism , sexism , economi , oppress ."
1.41864E+11,"Unlike some object-oriented languages, ActionScript makes no distinction between primitive types and reference types. In ActionScript, all variables are reference types. However, objects that belong to the primitive data types, which includes Boolean, Number, int, uint, and String, are immutable.So if a variable of a supposedly primitive type, e.g. an integer is passed to a function, altering that variable inside the function will not alter the original variable, as a new int Object is created when inside the function. If a variable of another  datatype, e.g. XML is passed to a function, altering that variable inside the function will alter the original variable as well, as no new XML Object is created.",ORG_YES_PRODUCT_NO_PERSON_YES_,112,22,man,programming,not_clear_enough,"unlik object-ori languag , actionscript make distinct primit type refer type . actionscript , variabl refer type . howev , object belong primit data type , includ boolean , number , int , uint , string , immutable.so variabl supposedli primit type , e.g . integ pass function , alter variabl insid function alter origin variabl , new int object creat insid function . variabl anoth datatyp , e.g . xml pass function , alter variabl insid function alter origin variabl well , new xml object creat ."
24328004660,"The Vedic Sanskrit word karman-  means 'work' or 'deed', often used in the context of Srauta rituals. In the Rigveda, the word occurs some 40 times. In Satapatha Brahmana 1.7.1.5, sacrifice is declared as the ""greatest"" of works; Satapatha Brahmana 10.1.4.1 associates the potential of becoming immortal  with the karma of the agnicayana sacrifice.In the early Vedic literature, the concept of karma is also present beyond the realm of rituals or sacrifices. The Vedic language includes terms for sins and vices such as agas, agha, enas, papa/papman, duskrta, as well as for virtues and merit like sukrta and punya, along with the neutral term karman.",ORG_YES_PRODUCT_NO_PERSON_YES_,105,27,man,philosophy,clear_enough,"vedic sanskrit word karman- mean 'work ' 'deed ' , often use context srauta ritual . rigveda , word occur 40 time . satapatha brahmana 1.7.1.5 , sacrific declar `` greatest '' work ; satapatha brahmana 10.1.4.1 associ potenti becom immort karma agnicayana sacrifice.in earli vedic literatur , concept karma also present beyond realm ritual sacrific . vedic languag includ term sin vice aga , agha , ena , papa/papman , duskrta , well virtu merit like sukrta punya , along neutral term karman ."
56348005390,"Logo was created in 1967 at Bolt, Beranek and Newman , a Cambridge, Massachusetts research firm, by Wally Feurzeig, Cynthia Solomon, and Seymour Papert. Its intellectual roots are in artificial intelligence, mathematical logic and developmental psychology. For the first four years of Logo research, development and teaching work was done at BBN. The first implementation of Logo, called Ghost, was written in LISP on a PDP-1. The goal was to create a mathematical land where children could play with words and sentences. Modeled on LISP, the design goals of Logo included accessible power and informative error messages. The use of virtual Turtles allowed for immediate visual feedback and debugging of graphic programming.",ORG_YES_PRODUCT_YES_PERSON_YES_,111,39,woman,programming,not_clear_enough,"logo creat 1967 bolt , beranek newman , cambridg , massachusett research firm , walli feurzeig , cynthia solomon , seymour papert . intellectu root artifici intellig , mathemat logic development psycholog . first four year logo research , develop teach work done bbn . first implement logo , call ghost , written lisp pdp-1 . goal creat mathemat land children could play word sentenc . model lisp , design goal logo includ access power inform error messag . use virtual turtl allow immedi visual feedback debug graphic program ."
49279000640,"Many people have written about ways of choosing what the right thing is. Some believe that there is an objective  morality, often thinking it was set by God or another similar being; others think that morality is subjective .",ORG_NO_PRODUCT_NO_PERSON_NO_,38,7,prefer_not_to_say,philosophy,clear_enough,"mani peopl written way choos right thing . believ object moral , often think set god anoth similar ; other think moral subject ."
